date,song_rows,total_streams,tracks_with_valence,streams_with_valence,sad_streams,sad_songs_count,avg_valence,median_valence,std_valence,min_valence,max_valence,valence_coverage,stream_coverage,share_sad_streams,share_sad_songs,weighted_avg_valence
2018-02-14,47,386258.0,47,386258.0,162096.0,21,0.4396148936170213,0.419,0.24747836442872037,0.0596,0.969,1.0,1.0,0.4196573274857738,0.44680851063829785,0.45408655147595667
2018-02-15,42,341503.0,42,341503.0,128260.0,17,0.4747357142857143,0.421,0.2612396767211669,0.0596,0.969,1.0,1.0,0.3755750315516994,0.40476190476190477,0.48338038055302585
2018-02-16,36,345108.0,36,345108.0,112676.0,11,0.5060722222222221,0.454,0.2488896354509779,0.0596,0.969,1.0,1.0,0.32649489435191303,0.3055555555555556,0.5016172062079118
2018-02-17,45,389892.0,45,389892.0,129157.0,14,0.5181244444444444,0.476,0.2537037402128313,0.0596,0.979,1.0,1.0,0.33126352938762527,0.3111111111111111,0.5075669318683121
2018-02-18,41,336599.0,41,336599.0,120715.0,14,0.4849414634146341,0.451,0.24373459025711738,0.0596,0.969,1.0,1.0,0.35863148731873834,0.34146341463414637,0.4861391810433184
2018-02-19,43,319832.0,43,319832.0,116439.0,15,0.4848511627906978,0.451,0.2514598901766708,0.0596,0.969,1.0,1.0,0.3640630080792416,0.3488372093023256,0.4876799544760998
2018-02-20,40,318277.0,40,318277.0,114807.0,13,0.4885149999999999,0.437,0.24357607935899087,0.0596,0.969,1.0,1.0,0.36071409495502343,0.325,0.4840265485724699
2018-02-21,39,355796.0,39,355796.0,129351.0,13,0.4900153846153846,0.451,0.24657288613742112,0.0596,0.969,1.0,1.0,0.36355383421960896,0.3333333333333333,0.4861994204544179
2018-02-22,41,327048.0,41,327048.0,121643.0,15,0.49023414634146345,0.451,0.25313444610498603,0.0596,0.969,1.0,1.0,0.37194234485457794,0.36585365853658536,0.48722821053790283
2018-02-23,36,326009.0,36,326009.0,103333.0,9,0.5334055555555556,0.494,0.24634619304019464,0.0596,0.969,1.0,1.0,0.31696364210803996,0.25,0.5102354143597261
2018-02-24,38,361789.0,38,361789.0,116103.0,10,0.538121052631579,0.494,0.24855773178739474,0.0596,0.969,1.0,1.0,0.3209135711699361,0.2631578947368421,0.5139451951275468
2018-02-25,39,330552.0,39,330552.0,121412.0,14,0.48842564102564096,0.454,0.248986075195031,0.0596,0.969,1.0,1.0,0.36730075752075314,0.358974358974359,0.48744827016626724
2018-02-26,41,310853.0,41,310853.0,107152.0,12,0.5136731707317074,0.469,0.24239935955401182,0.0596,0.969,1.0,1.0,0.34470312334125774,0.2926829268292683,0.4958701354016208
2018-02-27,36,306100.0,36,306100.0,104990.0,10,0.5192944444444444,0.469,0.24996349670009757,0.0596,0.969,1.0,1.0,0.3429924861156485,0.2777777777777778,0.49137413590329965
2018-02-28,38,350995.0,38,350995.0,126347.0,12,0.4984105263157894,0.451,0.24492812822195434,0.0596,0.969,1.0,1.0,0.3599680907135429,0.3157894736842105,0.4824701485776152
2018-03-01,37,308940.0,37,308940.0,110516.0,12,0.5000702702702703,0.454,0.24808986819840648,0.0596,0.969,1.0,1.0,0.35772641936945687,0.32432432432432434,0.48559305690425325
2018-03-02,40,330813.0,40,330813.0,114222.0,12,0.498315,0.454,0.2386249922969469,0.0596,0.969,1.0,1.0,0.3452766366497084,0.3,0.4872753549588439
2018-03-03,45,398370.0,45,398370.0,123989.0,11,0.5463688888888888,0.494,0.25114844562006294,0.0596,0.979,1.0,1.0,0.3112408062856139,0.24444444444444444,0.5150199236890326
2018-03-04,45,362062.0,45,362062.0,130108.0,15,0.48967999999999995,0.454,0.24166005198888937,0.0596,0.969,1.0,1.0,0.359352818025642,0.3333333333333333,0.4844596770718826
2018-03-05,43,337748.0,43,337748.0,112899.0,12,0.5074325581395349,0.469,0.23645661609623245,0.0596,0.969,1.0,1.0,0.3342699290595355,0.27906976744186046,0.4933962474981347
2018-03-06,41,334429.0,41,334429.0,116095.0,12,0.505039024390244,0.469,0.23952463848010375,0.0596,0.969,1.0,1.0,0.3471439378762009,0.2926829268292683,0.488170748350173
2018-03-07,44,378216.0,44,378216.0,133676.0,14,0.49283181818181826,0.454,0.24095489858084582,0.0596,0.969,1.0,1.0,0.35343824692768155,0.3181818181818182,0.4842618852719082
2018-03-08,43,335152.0,43,335152.0,114835.0,13,0.5069674418604652,0.469,0.2447204777865188,0.0596,0.969,1.0,1.0,0.3426355802740249,0.3023255813953488,0.49096217119396574
2018-03-09,41,340795.0,41,340795.0,116010.0,12,0.5137219512195121,0.469,0.24643351995233428,0.0596,0.969,1.0,1.0,0.3404099238545166,0.2926829268292683,0.49671647823471593
2018-03-10,45,391914.0,45,391914.0,129003.0,13,0.5367466666666667,0.494,0.25344902087366245,0.0596,0.969,1.0,1.0,0.3291614997167746,0.28888888888888886,0.5127744209188748
2018-03-11,44,355574.0,44,355574.0,128235.0,15,0.4906045454545454,0.454,0.24499943422293052,0.0596,0.969,1.0,1.0,0.36064222918436106,0.3409090909090909,0.48554160259186563
2018-03-12,47,342773.0,47,342773.0,117611.0,15,0.49558723404255317,0.454,0.24581090082403234,0.0596,0.969,1.0,1.0,0.3431162897894525,0.3191489361702128,0.48969888526809285
2018-03-13,46,351000.0,46,351000.0,128159.0,16,0.48812173913043483,0.451,0.2477405398243569,0.0596,0.969,1.0,1.0,0.3651253561253561,0.34782608695652173,0.48128496239316243
2018-03-14,44,382950.0,44,382950.0,133051.0,14,0.5008090909090909,0.454,0.2458428008019171,0.0596,0.969,1.0,1.0,0.34743700221961094,0.3181818181818182,0.4903432704008355
2018-03-15,47,355539.0,47,355539.0,121835.0,15,0.49203404255319155,0.454,0.24176919039573022,0.0596,0.969,1.0,1.0,0.3426768933928486,0.3191489361702128,0.4857612970728949
2018-03-16,49,422914.0,49,422914.0,156373.0,18,0.4807061224489796,0.469,0.2429681361209079,0.0596,0.969,1.0,1.0,0.36975129695399067,0.3673469387755102,0.47692206169575846
2018-03-17,51,458785.0,51,458785.0,152455.0,16,0.5061372549019609,0.473,0.23344515583818334,0.102,0.969,1.0,1.0,0.3323016227644757,0.3137254901960784,0.49372780060376853
2018-03-18,53,442494.0,53,442494.0,157470.0,19,0.4795207547169811,0.469,0.2395224008782819,0.0596,0.969,1.0,1.0,0.35586923212518135,0.3584905660377358,0.4768437289545168
2018-03-19,50,407790.0,50,407790.0,140772.0,17,0.49053200000000013,0.469,0.2415211575977288,0.0596,0.969,1.0,1.0,0.34520709188552934,0.34,0.4839310816842004
2018-03-20,51,429435.0,51,429435.0,155094.0,19,0.4749529411764706,0.451,0.2404947420239712,0.0596,0.969,1.0,1.0,0.36115826609382096,0.37254901960784315,0.47500345384051146
2018-03-21,50,459105.0,50,459105.0,161345.0,18,0.477372,0.451,0.24230878599718286,0.0596,0.969,1.0,1.0,0.35143376787445135,0.36,0.4791088905588047
2018-03-22,51,436093.0,51,436093.0,144834.0,18,0.4775607843137257,0.454,0.239877248673926,0.0596,0.969,1.0,1.0,0.33211723187485237,0.35294117647058826,0.48013124631672605
2018-03-23,45,416502.0,45,416502.0,124614.0,13,0.4950800000000001,0.473,0.2333324721196228,0.0596,0.969,1.0,1.0,0.2991918406154112,0.28888888888888886,0.49122250601437695
2018-03-24,48,461350.0,48,461350.0,128377.0,12,0.5351791666666667,0.494,0.24404314316724893,0.0596,0.979,1.0,1.0,0.27826379104801124,0.25,0.5151127022867671
2018-03-25,52,426516.0,52,426516.0,135149.0,17,0.4894038461538463,0.469,0.23414025121669918,0.102,0.969,1.0,1.0,0.316867362537396,0.3269230769230769,0.489634918736929
2018-03-26,49,394599.0,49,394599.0,124606.0,16,0.48668571428571433,0.469,0.24031680132691513,0.0596,0.969,1.0,1.0,0.3157788032914427,0.32653061224489793,0.48878608156634973
2018-03-27,47,377441.0,47,377441.0,121225.0,15,0.4956510638297874,0.473,0.23962576063914146,0.0596,0.969,1.0,1.0,0.3211760248621639,0.3191489361702128,0.4891167271176156
2018-03-28,46,402130.0,46,402130.0,125391.0,14,0.5120347826086958,0.473,0.2481921166420985,0.0596,0.979,1.0,1.0,0.31181707408052123,0.30434782608695654,0.49853946435232366
2018-03-29,50,402934.0,50,402934.0,128616.0,16,0.49899200000000016,0.469,0.23635226894771855,0.0596,0.969,1.0,1.0,0.3191986776990773,0.32,0.4942908099093149
2018-03-30,44,406232.0,44,406232.0,143435.0,13,0.5030136363636364,0.473,0.23876248545550022,0.0596,0.969,1.0,1.0,0.35308641367494437,0.29545454545454547,0.4777627956438687
2018-03-31,50,437712.0,50,437712.0,143893.0,14,0.5278520000000001,0.487,0.25171616931352975,0.0596,0.979,1.0,1.0,0.32873898819314984,0.28,0.4996738156596118
2018-04-01,48,358687.0,48,358687.0,125110.0,14,0.5190208333333334,0.476,0.24020934925941412,0.102,0.979,1.0,1.0,0.34879992862858145,0.2916666666666667,0.4872213238840549
2018-04-02,49,372331.0,49,372331.0,130839.0,15,0.5099714285714285,0.476,0.24564587994373793,0.0596,0.979,1.0,1.0,0.3514050669968388,0.30612244897959184,0.4853781173203415
2018-04-03,47,389569.0,47,389569.0,142520.0,15,0.5048638297872341,0.473,0.25035389249892176,0.0596,0.979,1.0,1.0,0.3658401977570084,0.3191489361702128,0.476911680344175
2018-04-04,48,394199.0,48,394199.0,141179.0,15,0.5070333333333333,0.473,0.24576245695432605,0.0596,0.969,1.0,1.0,0.3581414463253331,0.3125,0.4806304835882383
2018-04-05,46,379277.0,46,379277.0,130712.0,14,0.5098173913043479,0.473,0.25045889554473383,0.0596,0.979,1.0,1.0,0.3446346601560337,0.30434782608695654,0.4861055038929332
2018-04-06,46,403960.0,46,403960.0,133226.0,13,0.5180347826086956,0.476,0.2431547520200905,0.0596,0.979,1.0,1.0,0.329799980196059,0.2826086956521739,0.49506005842162576
2018-04-07,49,437963.0,49,437963.0,128113.0,11,0.5624204081632653,0.515,0.2527603484360168,0.0596,0.979,1.0,1.0,0.29252014439575946,0.22448979591836735,0.523580723485774
2018-04-08,51,392731.0,51,392731.0,128501.0,14,0.5368039215686276,0.494,0.24769424858949335,0.102,0.979,1.0,1.0,0.32719851501409364,0.27450980392156865,0.5057101731210423
2018-04-09,47,365941.0,47,365941.0,123911.0,14,0.5014808510638299,0.476,0.2363093538400531,0.0596,0.969,1.0,1.0,0.33860922935664495,0.2978723404255319,0.48640590040471005
2018-04-10,47,380448.0,47,380448.0,126995.0,13,0.5162680851063831,0.487,0.2450073903999659,0.0596,0.969,1.0,1.0,0.33380383127260493,0.2765957446808511,0.48798116641433265
2018-04-11,50,384309.0,50,384309.0,127248.0,14,0.5181920000000001,0.476,0.2460354511041041,0.0596,0.969,1.0,1.0,0.3311085610797561,0.28,0.4903799484269168
2018-04-12,51,388808.0,51,388808.0,127355.0,15,0.5075215686274511,0.476,0.2451757282552459,0.0596,0.969,1.0,1.0,0.32755241661694207,0.29411764705882354,0.48907503497870414
2018-04-13,49,412705.0,49,412705.0,144562.0,15,0.5124408163265307,0.476,0.25916991845631515,0.0596,0.979,1.0,1.0,0.35027925515804265,0.30612244897959184,0.48635586678135706
2018-04-14,54,433395.0,54,433395.0,131287.0,13,0.5606481481481482,0.514,0.25245131474654803,0.102,0.979,1.0,1.0,0.3029268911731792,0.24074074074074073,0.5223242723150934
2018-04-15,56,396153.0,56,396153.0,132704.0,16,0.5205821428571429,0.494,0.25338422789915704,0.0596,0.979,1.0,1.0,0.3349816863686505,0.2857142857142857,0.4931686403990378
2018-04-16,51,369931.0,51,369931.0,125685.0,14,0.5055019607843136,0.476,0.2389110005756923,0.0596,0.969,1.0,1.0,0.3397525484482241,0.27450980392156865,0.4817153020428134
2018-04-17,48,380739.0,48,380739.0,141111.0,15,0.49676250000000005,0.473,0.24601548353365463,0.0596,0.969,1.0,1.0,0.37062397075161724,0.3125,0.47046853566353847
2018-04-18,48,420575.0,48,420575.0,149429.0,14,0.5150333333333333,0.476,0.24862610168627974,0.0596,0.979,1.0,1.0,0.3552969149378827,0.2916666666666667,0.4830377354811866
2018-04-19,45,374507.0,45,374507.0,124256.0,11,0.5468222222222223,0.499,0.23547488660624136,0.168,0.979,1.0,1.0,0.3317855206978775,0.24444444444444444,0.5008356933248247
2018-04-20,48,457731.0,48,457731.0,152155.0,12,0.5264375000000001,0.487,0.21703455026939444,0.152,0.969,1.0,1.0,0.3324113944653082,0.25,0.4946240411945006
2018-04-21,52,663229.0,52,663229.0,156383.0,11,0.5537692307692308,0.514,0.23054918367566243,0.116,0.979,1.0,1.0,0.23579035295501252,0.21153846153846154,0.5214613187903425
2018-04-22,51,537750.0,51,537750.0,159901.0,14,0.4944705882352943,0.487,0.214932673452984,0.102,0.969,1.0,1.0,0.29735192933519294,0.27450980392156865,0.48764475685727576
2018-04-23,55,484774.0,55,484774.0,152296.0,15,0.511909090909091,0.499,0.22813123844152067,0.102,0.969,1.0,1.0,0.31415876263991055,0.2727272727272727,0.4939009084645628
2018-04-24,50,460027.0,50,460027.0,160534.0,14,0.48863999999999996,0.473,0.20940779082245928,0.102,0.969,1.0,1.0,0.3489664737069781,0.28,0.47314840868036
2018-04-25,52,494326.0,52,494326.0,174295.0,15,0.4997307692307693,0.476,0.21463029000500364,0.102,0.969,1.0,1.0,0.35259120499427504,0.28846153846153844,0.48050078086121306
2018-04-26,53,454661.0,53,454661.0,156567.0,15,0.4989169811320755,0.476,0.22050584305519072,0.0596,0.969,1.0,1.0,0.3443598637226417,0.2830188679245283,0.4800068855696882
2018-04-27,46,436849.0,46,436849.0,149971.0,13,0.5106652173913043,0.476,0.22957452454233804,0.0596,0.969,1.0,1.0,0.3433016900576629,0.2826086956521739,0.48774907622542324
2018-04-28,47,463628.0,47,463628.0,148752.0,11,0.5369148936170214,0.499,0.2317171091792781,0.102,0.979,1.0,1.0,0.3208434348227458,0.23404255319148937,0.5002428434003121
2018-04-29,51,428633.0,51,428633.0,155049.0,15,0.5002549019607843,0.476,0.22292966093700994,0.102,0.969,1.0,1.0,0.36172903159579406,0.29411764705882354,0.47717853268413774
2018-04-30,47,427928.0,47,427928.0,146109.0,12,0.5208936170212767,0.487,0.22970872236875317,0.102,0.969,1.0,1.0,0.34143360565328745,0.2553191489361702,0.49065717831036987
2018-05-01,49,423020.0,49,423020.0,155385.0,14,0.5082857142857143,0.476,0.22835024268288684,0.102,0.969,1.0,1.0,0.36732305801144155,0.2857142857142857,0.4798142333695806
2018-05-02,48,410767.0,48,410767.0,149863.0,13,0.5021041666666666,0.473,0.2178950791417383,0.102,0.969,1.0,1.0,0.36483700005112385,0.2708333333333333,0.4754079563353434
2018-05-03,47,382389.0,47,382389.0,138549.0,12,0.522872340425532,0.487,0.22818152737613898,0.102,0.969,1.0,1.0,0.36232475306559553,0.2553191489361702,0.48426583139159346
2018-05-04,42,377444.0,42,377444.0,129476.0,10,0.5242142857142857,0.487,0.21793269667203596,0.152,0.969,1.0,1.0,0.3430336685707019,0.23809523809523808,0.4913564687741757
2018-05-05,45,440738.0,45,440738.0,147195.0,10,0.5408444444444443,0.494,0.2271487253636776,0.152,0.979,1.0,1.0,0.3339739255521421,0.2222222222222222,0.5022301480698284
2018-05-06,47,412038.0,47,412038.0,152534.0,13,0.507531914893617,0.476,0.2249314727590557,0.102,0.969,1.0,1.0,0.37019401123197376,0.2765957446808511,0.4821816774181022
2018-05-07,48,375542.0,48,375542.0,136658.0,12,0.5190833333333332,0.476,0.22851517323180778,0.102,0.969,1.0,1.0,0.3638953832061394,0.25,0.4864350192521744
2018-05-08,44,370680.0,44,370680.0,144638.0,12,0.50675,0.476,0.227830529121977,0.102,0.969,1.0,1.0,0.3901963958131002,0.2727272727272727,0.47292920578396447
2018-05-09,42,400446.0,42,400446.0,154595.0,11,0.5191904761904761,0.476,0.22297175125630667,0.152,0.969,1.0,1.0,0.3860570463932715,0.2619047619047619,0.48007047641879297
2018-05-10,47,406830.0,47,406830.0,148712.0,12,0.522,0.487,0.2255780015484859,0.102,0.969,1.0,1.0,0.36553843128579505,0.2553191489361702,0.485431919966571
2018-05-11,55,602641.0,55,602641.0,159146.0,11,0.5355381818181819,0.51,0.21154722044525773,0.0896,0.969,1.0,1.0,0.26408093707530683,0.2,0.5158126775310673
2018-05-12,57,488229.0,57,488229.0,148854.0,13,0.531080701754386,0.506,0.22220500463583853,0.0896,0.979,1.0,1.0,0.30488561720012536,0.22807017543859648,0.5074191127524171
2018-05-13,55,407773.0,55,407773.0,144533.0,15,0.5165745454545455,0.506,0.22681452711508077,0.0896,0.969,1.0,1.0,0.3544447523499594,0.2727272727272727,0.4886905042756632
2018-05-14,54,421626.0,54,421626.0,135773.0,13,0.522325925925926,0.494,0.2273448890132506,0.0896,0.969,1.0,1.0,0.3220223610498404,0.24074074074074073,0.4978487104685195
2018-05-15,55,421193.0,55,421193.0,146021.0,14,0.5118472727272728,0.499,0.22162624849101703,0.0896,0.969,1.0,1.0,0.3466842991217803,0.2545454545454545,0.4852506646596691
2018-05-16,52,434591.0,52,434591.0,155571.0,13,0.5215115384615386,0.506,0.22161397072638753,0.0896,0.969,1.0,1.0,0.3579710578451924,0.25,0.48508174904680496
2018-05-17,51,393069.0,51,393069.0,140378.0,13,0.5235607843137257,0.506,0.22597980093666017,0.0896,0.969,1.0,1.0,0.357133225973048,0.2549019607843137,0.4867481358234815
2018-05-18,48,390479.0,48,390479.0,143149.0,13,0.5287708333333334,0.494,0.22751434274014962,0.102,0.969,1.0,1.0,0.36659845984034994,0.2708333333333333,0.4917265973330193
2018-05-19,51,418205.0,51,418205.0,158160.0,14,0.5148627450980392,0.487,0.22011442657016764,0.102,0.969,1.0,1.0,0.37818773089752633,0.27450980392156865,0.4819724273980464
2018-05-20,55,431608.0,55,431608.0,158076.0,15,0.5237090909090909,0.494,0.2273685760175961,0.102,0.969,1.0,1.0,0.3662490037256029,0.2727272727272727,0.4909296769290653
2018-05-21,53,415537.0,53,415537.0,151545.0,14,0.5267924528301886,0.494,0.22863527879829837,0.102,0.969,1.0,1.0,0.3646967658716312,0.2641509433962264,0.48945444088011403
2018-05-22,50,376249.0,50,376249.0,151062.0,15,0.50486,0.476,0.22368500173234684,0.102,0.969,1.0,1.0,0.401494754803335,0.3,0.4679277552897151
2018-05-23,50,421152.0,50,421152.0,167682.0,15,0.50164,0.473,0.22666236330448752,0.102,0.969,1.0,1.0,0.3981507864144062,0.3,0.4673186664197249
2018-05-24,50,397512.0,50,397512.0,157256.0,15,0.50206,0.473,0.2265595754420673,0.102,0.969,1.0,1.0,0.3956006359556441,0.3,0.46904962869045463
2018-05-25,42,383334.0,42,383334.0,142449.0,11,0.5264047619047619,0.487,0.2246598577496395,0.102,0.969,1.0,1.0,0.3716054406861901,0.2619047619047619,0.48362315109017184
2018-05-26,48,466313.0,48,466313.0,160686.0,11,0.5531458333333333,0.494,0.23993146092106452,0.102,0.979,1.0,1.0,0.34458829155524295,0.22916666666666666,0.5047624492561863
2018-05-27,50,400217.0,50,400217.0,146713.0,13,0.5350400000000001,0.487,0.23619448575705748,0.102,0.979,1.0,1.0,0.36658362838160297,0.26,0.4893721880879624
2018-05-28,49,380502.0,49,380502.0,138855.0,13,0.5185306122448979,0.487,0.22946396794493468,0.102,0.969,1.0,1.0,0.364925808537143,0.2653061224489796,0.4851610057240172
2018-05-29,51,382754.0,51,382754.0,144480.0,14,0.5049137254901961,0.473,0.23063537371323406,0.0596,0.969,1.0,1.0,0.3774748271735893,0.27450980392156865,0.4723076451193196
2018-05-30,48,421012.0,48,421012.0,166363.0,15,0.4967833333333333,0.473,0.23412651183943115,0.0596,0.969,1.0,1.0,0.3951502569998005,0.3125,0.4690014275127551
2018-05-31,50,391389.0,50,391389.0,154727.0,16,0.489812,0.469,0.23240742694234012,0.0596,0.969,1.0,1.0,0.39532792183735366,0.32,0.46542757461247
2018-06-01,45,379102.0,45,379102.0,141501.0,12,0.5111333333333333,0.476,0.21896965335614224,0.102,0.969,1.0,1.0,0.37325310866204875,0.26666666666666666,0.47621570184277595
2018-06-02,44,427783.0,44,427783.0,159551.0,12,0.5259090909090909,0.487,0.22958909890070572,0.102,0.979,1.0,1.0,0.372971810474002,0.2727272727272727,0.48477402795342484
2018-06-03,48,432623.0,48,432623.0,158966.0,13,0.519,0.476,0.22681438657511746,0.102,0.969,1.0,1.0,0.3674469457241062,0.2708333333333333,0.482832537798499
2018-06-04,46,358478.0,46,358478.0,134328.0,13,0.5187826086956522,0.487,0.22916378548913474,0.102,0.969,1.0,1.0,0.3747175558890643,0.2826086956521739,0.48180144667176217
2018-06-05,47,374047.0,47,374047.0,148771.0,15,0.4907999999999999,0.473,0.23120422367136428,0.0596,0.969,1.0,1.0,0.39773343991530474,0.3191489361702128,0.46373789390103404
2018-06-06,44,413272.0,44,413272.0,154203.0,12,0.5136590909090907,0.476,0.22083709066438054,0.102,0.969,1.0,1.0,0.3731271414467953,0.2727272727272727,0.47572144737606215
2018-06-07,47,385160.0,47,385160.0,146272.0,14,0.5043829787234041,0.494,0.22156710174017938,0.102,0.969,1.0,1.0,0.3797694464638072,0.2978723404255319,0.4720875532246341
2018-06-08,44,388225.0,44,388225.0,139450.0,11,0.5156818181818181,0.476,0.21967161249499725,0.102,0.969,1.0,1.0,0.3591989181531329,0.25,0.47937081331701986
2018-06-09,46,457477.0,46,457477.0,158778.0,11,0.5253043478260868,0.494,0.22079119040046435,0.102,0.969,1.0,1.0,0.34707318619296706,0.2391304347826087,0.48716284753113287
2018-06-10,49,424099.0,49,424099.0,154161.0,13,0.5203877551020407,0.494,0.23232617304185108,0.102,0.969,1.0,1.0,0.3635023897721994,0.2653061224489796,0.4823016064645283
2018-06-11,45,366556.0,45,366556.0,130086.0,11,0.5259555555555554,0.494,0.22729175839511528,0.102,0.969,1.0,1.0,0.35488711138270823,0.24444444444444444,0.4834056024181843
2018-06-12,45,383950.0,45,383950.0,138829.0,11,0.5036666666666666,0.473,0.20894801441332897,0.102,0.969,1.0,1.0,0.36158093501758043,0.24444444444444444,0.46971868212006784
2018-06-13,44,418388.0,44,418388.0,156355.0,12,0.4963545454545454,0.473,0.22141297986630537,0.0596,0.969,1.0,1.0,0.37370813694465427,0.2727272727272727,0.46748662103119587
2018-06-14,44,385736.0,44,385736.0,148253.0,13,0.49110454545454546,0.473,0.22537614445740764,0.0596,0.969,1.0,1.0,0.3843379928241077,0.29545454545454547,0.4641135247941596
2018-06-15,40,379891.0,40,379891.0,143381.0,11,0.5044500000000001,0.476,0.21857662506691108,0.102,0.969,1.0,1.0,0.377426682916942,0.275,0.47314537854279237
2018-06-16,42,397168.0,42,397168.0,142701.0,11,0.5118095238095237,0.476,0.22020635976895522,0.102,0.969,1.0,1.0,0.3592963179309511,0.2619047619047619,0.48065168392216895
2018-06-17,50,391806.0,50,391806.0,146215.0,15,0.49006000000000005,0.469,0.22775294617149505,0.102,0.969,1.0,1.0,0.3731821360571303,0.3,0.46922231665671277
2018-06-18,50,385844.0,50,385844.0,139655.0,16,0.4951800000000002,0.476,0.22023871001201198,0.102,0.969,1.0,1.0,0.3619467971511803,0.32,0.4758149848125149
2018-06-19,55,904995.0,55,904995.0,357510.0,23,0.44478545454545454,0.455,0.21685644544873445,0.0949,0.931,1.0,1.0,0.39504085657931814,0.41818181818181815,0.4410156758877122
2018-06-20,53,740799.0,53,740799.0,284082.0,21,0.4594716981132075,0.458,0.20830345871916925,0.152,0.931,1.0,1.0,0.38348053925558756,0.39622641509433965,0.45294450046503826
2018-06-21,54,681664.0,54,681664.0,260139.0,21,0.45974074074074067,0.458,0.20640372466154272,0.152,0.931,1.0,1.0,0.3816234977936344,0.3888888888888889,0.4539226539761524
2018-06-22,47,589587.0,47,589587.0,217314.0,18,0.4699999999999999,0.476,0.20608841496456975,0.152,0.931,1.0,1.0,0.3685868243363575,0.3829787234042553,0.4657594723085823
2018-06-23,47,502588.0,47,502588.0,178182.0,17,0.48055319148936165,0.473,0.21758584597815123,0.152,0.969,1.0,1.0,0.3545289581128081,0.3617021276595745,0.474496989581924
2018-06-24,48,508299.0,48,508299.0,189361.0,19,0.4588750000000001,0.458,0.21043436587312805,0.152,0.931,1.0,1.0,0.37253860424671303,0.3958333333333333,0.46403344488185105
2018-06-25,51,546632.0,51,546632.0,202894.0,20,0.4634117647058824,0.469,0.21268118642424286,0.152,0.931,1.0,1.0,0.37117109865503667,0.39215686274509803,0.46613679221121335
2018-06-26,48,542055.0,48,542055.0,192721.0,17,0.47583333333333333,0.473,0.21170165009390518,0.152,0.931,1.0,1.0,0.35553772218686297,0.3541666666666667,0.47174213502319867
2018-06-27,45,518574.0,45,518574.0,185498.0,17,0.46622222222222215,0.473,0.21252891663027978,0.152,0.931,1.0,1.0,0.3577078681152545,0.37777777777777777,0.47266384354016966
2018-06-28,46,483384.0,46,483384.0,166330.0,16,0.47954347826086946,0.476,0.20876831459477743,0.152,0.931,1.0,1.0,0.3440949638382735,0.34782608695652173,0.47912584198070274
2018-06-29,40,513218.0,40,513218.0,183108.0,14,0.4875,0.476,0.21083557817797502,0.152,0.931,1.0,1.0,0.35678405667766916,0.35,0.4831418091337405
2018-06-30,42,473157.0,42,473157.0,162823.0,14,0.4938809523809524,0.483,0.2085026995650179,0.152,0.931,1.0,1.0,0.3441204505058575,0.3333333333333333,0.4909835868432675
2018-07-01,42,430103.0,42,430103.0,154168.0,15,0.4877619047619048,0.483,0.21329743455214667,0.152,0.931,1.0,1.0,0.3584443726270219,0.35714285714285715,0.48698759599444785
2018-07-02,41,397040.0,41,397040.0,146467.0,16,0.478,0.487,0.2166691025504098,0.152,0.931,1.0,1.0,0.36889734031835586,0.3902439024390244,0.4826320194438846
2018-07-03,41,398048.0,41,398048.0,137999.0,14,0.48821951219512194,0.483,0.20858205965460236,0.152,0.931,1.0,1.0,0.3466893439987137,0.34146341463414637,0.4858894756411288
2018-07-04,44,426528.0,44,426528.0,151677.0,16,0.47513636363636375,0.473,0.20972136452912404,0.152,0.931,1.0,1.0,0.35560854152599597,0.36363636363636365,0.4805905802198213
2018-07-05,44,425434.0,44,425434.0,146247.0,15,0.48515909090909104,0.483,0.2056860266117764,0.152,0.931,1.0,1.0,0.34375954907224154,0.3409090909090909,0.4858092442070922
2018-07-06,46,391237.0,46,391237.0,133560.0,16,0.4849565217391305,0.476,0.2096782674609141,0.152,0.931,1.0,1.0,0.341378755076846,0.34782608695652173,0.4889674545096708
2018-07-07,45,416954.0,45,416954.0,143515.0,16,0.47806666666666686,0.476,0.20500625267626263,0.152,0.931,1.0,1.0,0.3441986406174302,0.35555555555555557,0.4876881550482787
2018-07-08,48,444240.0,48,444240.0,148936.0,16,0.49045833333333344,0.483,0.21347997647229103,0.116,0.931,1.0,1.0,0.3352602197010625,0.3333333333333333,0.4929696920583468
2018-07-09,50,447247.0,50,447247.0,146865.0,16,0.49392000000000025,0.483,0.20651104037295046,0.152,0.931,1.0,1.0,0.3283755955881202,0.32,0.49251253781467513
2018-07-10,49,403276.0,49,403276.0,134558.0,16,0.4942448979591838,0.483,0.2084048074673667,0.152,0.931,1.0,1.0,0.33366230571618444,0.32653061224489793,0.4914669283567585
2018-07-11,49,433787.0,49,433787.0,146445.0,17,0.47906122448979604,0.476,0.21374297338969855,0.116,0.931,1.0,1.0,0.3375965623681669,0.3469387755102041,0.4871174147680775
2018-07-12,50,462959.0,50,462959.0,145973.0,15,0.49174000000000007,0.483,0.19802430380627323,0.152,0.931,1.0,1.0,0.3153043790054843,0.3,0.4951930430124482
2018-07-13,47,487180.0,47,487180.0,166424.0,15,0.48493617021276597,0.477,0.19307696193096718,0.152,0.931,1.0,1.0,0.3416067983086334,0.3191489361702128,0.48857751139209343
