date,song_rows,total_streams,tracks_with_valence,streams_with_valence,sad_streams,sad_songs_count,avg_valence,median_valence,std_valence,min_valence,max_valence,valence_coverage,stream_coverage,share_sad_streams,share_sad_songs,weighted_avg_valence
2017-01-21,51,382060.0,51,382060.0,135881.0,20,0.46667843137254905,0.438,0.21988499204240883,0.0596,0.931,1.0,1.0,0.35565356226770667,0.39215686274509803,0.506703985761399
2017-01-22,58,382546.0,58,382546.0,147069.0,26,0.4471879310344828,0.409,0.2225286972052252,0.0596,0.931,1.0,1.0,0.38444788339180125,0.4482758620689655,0.4933401465444678
2017-01-23,52,299647.0,52,299647.0,111547.0,22,0.44588076923076925,0.43,0.2247276111891221,0.0542,0.931,1.0,1.0,0.37226136086795464,0.4230769230769231,0.5000372338117852
2017-01-24,51,310133.0,51,310133.0,118462.0,23,0.4300411764705883,0.43,0.22000497283149814,0.0542,0.931,1.0,1.0,0.3819716057304447,0.45098039215686275,0.49328904115331174
2017-01-25,51,342719.0,51,342719.0,126683.0,21,0.46893333333333337,0.449,0.22506684044227096,0.0596,0.931,1.0,1.0,0.36964101786011283,0.4117647058823529,0.5054049259013944
2017-01-26,52,313852.0,52,313852.0,119747.0,23,0.43280961538461543,0.43,0.22458855649754977,0.0542,0.931,1.0,1.0,0.38153970661330816,0.4423076923076923,0.4936996195659103
2017-01-27,49,325118.0,49,325118.0,119334.0,21,0.4409367346938777,0.437,0.21641293735768735,0.0596,0.931,1.0,1.0,0.36704827170442733,0.42857142857142855,0.5021855415572193
2017-01-28,54,381387.0,54,381387.0,138304.0,22,0.45979444444444445,0.437,0.22461289838185353,0.0596,0.931,1.0,1.0,0.36263427961624284,0.4074074074074074,0.505680429327691
2017-01-29,53,346375.0,53,346375.0,129619.0,22,0.4550245283018868,0.437,0.22230815662538586,0.0963,0.931,1.0,1.0,0.374215806568026,0.41509433962264153,0.5004477245759652
2017-01-30,46,286733.0,46,286733.0,105970.0,19,0.44601304347826093,0.437,0.20876248876408768,0.0596,0.931,1.0,1.0,0.3695772722358431,0.41304347826086957,0.5030177196206925
2017-01-31,48,300196.0,48,300196.0,111171.0,20,0.4486375000000001,0.437,0.21042621653772842,0.0596,0.931,1.0,1.0,0.3703280523391384,0.4166666666666667,0.5018514044157818
2017-02-01,49,333982.0,49,333982.0,120964.0,20,0.45512040816326543,0.449,0.21867051601628867,0.0596,0.931,1.0,1.0,0.3621871837404411,0.40816326530612246,0.5059199989819806
2017-02-02,49,306676.0,49,306676.0,110325.0,20,0.45511428571428586,0.449,0.2126567813794487,0.0596,0.931,1.0,1.0,0.35974448603738146,0.40816326530612246,0.5074014640858758
2017-02-03,45,317328.0,45,317328.0,113093.0,19,0.4470355555555557,0.437,0.21175316371528982,0.0596,0.931,1.0,1.0,0.35639149397468867,0.4222222222222222,0.5097534242172139
2017-02-04,51,373604.0,51,373604.0,132692.0,21,0.46160000000000007,0.438,0.22041386526260096,0.0596,0.931,1.0,1.0,0.35516750355991905,0.4117647058823529,0.5104797903662702
2017-02-05,51,349938.0,51,349938.0,125467.0,21,0.46182941176470593,0.438,0.22247660577608389,0.0963,0.931,1.0,1.0,0.3585406557733084,0.4117647058823529,0.5069735235956082
2017-02-06,47,287189.0,47,287189.0,103481.0,20,0.4452680851063831,0.438,0.2133302085320793,0.0596,0.931,1.0,1.0,0.3603236892777927,0.425531914893617,0.5069084888348787
2017-02-07,48,292692.0,48,292692.0,111241.0,22,0.43207500000000004,0.43,0.20578048053742312,0.0596,0.931,1.0,1.0,0.38006163475598925,0.4583333333333333,0.49701414866139176
2017-02-08,49,324041.0,49,324041.0,124443.0,23,0.43811428571428573,0.43,0.2160721291606115,0.0596,0.931,1.0,1.0,0.3840347363450921,0.46938775510204084,0.49952268077187756
2017-02-09,52,303441.0,52,303441.0,112827.0,23,0.43553076923076917,0.437,0.20650810698463404,0.0596,0.931,1.0,1.0,0.37182516535339655,0.4423076923076923,0.4983493555584116
2017-02-10,47,302200.0,47,302200.0,113259.0,22,0.43352340425531927,0.43,0.21326461845278338,0.0596,0.931,1.0,1.0,0.3747816015883521,0.46808510638297873,0.503906585043018
2017-02-11,51,374886.0,51,374886.0,137052.0,22,0.4545941176470588,0.437,0.22106158817104768,0.0963,0.931,1.0,1.0,0.3655831372737312,0.43137254901960786,0.5083243874137737
2017-02-12,55,371856.0,55,371856.0,144584.0,26,0.43456181818181816,0.403,0.22049474209814912,0.0596,0.931,1.0,1.0,0.3888171765414569,0.4727272727272727,0.49256858542016263
2017-02-13,53,310011.0,53,310011.0,121427.0,25,0.43275283018867927,0.43,0.2203527858508275,0.0596,0.931,1.0,1.0,0.3916861014609159,0.4716981132075472,0.49362022928218663
2017-02-14,58,341657.0,58,341657.0,135717.0,27,0.4357741379310346,0.422,0.21220707741586783,0.0596,0.931,1.0,1.0,0.39723172655616595,0.46551724137931033,0.4886745221084304
2017-02-15,56,362541.0,56,362541.0,132602.0,24,0.4567125,0.437,0.22802474432115313,0.0596,0.931,1.0,1.0,0.36575725228319006,0.42857142857142855,0.5077858187074014
2017-02-16,56,338490.0,56,338490.0,123145.0,24,0.4496589285714285,0.438,0.219171926517464,0.0596,0.931,1.0,1.0,0.3638069071464445,0.42857142857142855,0.5040477547342611
2017-02-17,51,334809.0,51,334809.0,128597.0,24,0.4350372549019609,0.43,0.2211387247505821,0.0596,0.931,1.0,1.0,0.3840906307775478,0.47058823529411764,0.5001219632686096
2017-02-18,52,397658.0,52,397658.0,144587.0,22,0.46066538461538475,0.437,0.22608657623740316,0.0596,0.931,1.0,1.0,0.3635963566682929,0.4230769230769231,0.5112322794964517
2017-02-19,57,381787.0,57,381787.0,146009.0,26,0.44577017543859654,0.43,0.2249963904193896,0.0596,0.931,1.0,1.0,0.3824357560629356,0.45614035087719296,0.4992539866470047
2017-02-20,52,312071.0,52,312071.0,115496.0,23,0.44489615384615394,0.43,0.21609768121859685,0.0596,0.931,1.0,1.0,0.37009526678223864,0.4423076923076923,0.5035284400024356
2017-02-21,50,322660.0,50,322660.0,116018.0,22,0.44553200000000004,0.43,0.2160185653775043,0.0596,0.931,1.0,1.0,0.35956734643277755,0.44,0.5085503756275955
2017-02-22,54,362735.0,54,362735.0,133581.0,24,0.4464000000000001,0.43,0.21554075567857364,0.0596,0.931,1.0,1.0,0.3682605759025184,0.4444444444444444,0.5061483022040885
2017-02-23,52,341209.0,52,341209.0,124107.0,24,0.4383384615384616,0.425,0.21487892637834055,0.0596,0.931,1.0,1.0,0.36372721704292676,0.46153846153846156,0.5074444150066382
2017-02-24,49,328360.0,49,328360.0,114652.0,21,0.45188979591836737,0.437,0.21371594099499022,0.0596,0.931,1.0,1.0,0.3491655500060909,0.42857142857142855,0.5162735369716162
2017-02-25,53,389796.0,53,389796.0,139680.0,24,0.44350188679245284,0.425,0.21892043733052183,0.0596,0.931,1.0,1.0,0.35834128621124894,0.4528301886792453,0.513341697708545
2017-02-26,53,348354.0,53,348354.0,123576.0,24,0.4449603773584906,0.425,0.226670158820818,0.0596,0.931,1.0,1.0,0.3547425894348852,0.4528301886792453,0.5147753431853802
2017-02-27,50,345114.0,50,345114.0,120264.0,22,0.452392,0.437,0.22233510637443335,0.0596,0.931,1.0,1.0,0.34847615570507134,0.44,0.519063927861518
2017-02-28,47,335107.0,47,335107.0,115609.0,21,0.4513744680851064,0.437,0.21904597340372373,0.0596,0.931,1.0,1.0,0.344991301285858,0.44680851063829785,0.520392429283781
2017-03-01,47,340870.0,47,340870.0,115910.0,21,0.4518212765957448,0.437,0.21844680273334705,0.0596,0.931,1.0,1.0,0.34004165811013,0.44680851063829785,0.5230679707806496
2017-03-02,49,360486.0,49,360486.0,126398.0,23,0.4390326530612245,0.425,0.22284922536301977,0.0596,0.931,1.0,1.0,0.35063220208274387,0.46938775510204084,0.5159224835361151
2017-03-03,44,364897.0,44,364897.0,137907.0,20,0.44055909090909096,0.425,0.22670344353534255,0.0596,0.931,1.0,1.0,0.37793404714207024,0.45454545454545453,0.5124808562416244
2017-03-04,44,372877.0,44,372877.0,147126.0,20,0.4387636363636364,0.425,0.22129055412423024,0.0596,0.931,1.0,1.0,0.3945697911107416,0.45454545454545453,0.5044265883924189
2017-03-05,50,382531.0,50,382531.0,153528.0,23,0.43741800000000003,0.403,0.23208652124338708,0.0596,0.931,1.0,1.0,0.4013478646175081,0.46,0.5001676800050192
2017-03-06,47,319584.0,47,319584.0,130402.0,22,0.4403744680851064,0.425,0.22191202572198968,0.0596,0.931,1.0,1.0,0.4080366977070191,0.46808510638297873,0.5010386846650648
2017-03-07,47,327046.0,47,327046.0,131483.0,22,0.4366723404255319,0.425,0.22194817814871504,0.0596,0.931,1.0,1.0,0.40203213003675325,0.46808510638297873,0.5018873705839546
2017-03-08,48,368019.0,48,368019.0,145243.0,22,0.4479083333333333,0.425,0.21953336181627295,0.0596,0.931,1.0,1.0,0.3946616886628136,0.4583333333333333,0.5067131566576727
