date,top200_rows,unique_tracks,tracks_with_valence,valence_coverage,avg_valence,sad_songs_count,share_sad_songs_matched,prcp,tsun,tavg,tmin,tmax,wspd,pres,rainy_day,dry_day,heavy_rain,low_sun,high_sun,bad_weather,sunny_day,weather_group
2020-10-09,200.0,200.0,198.0,0.99,0.5162909090909091,49.0,0.2474747474747475,1.8,,12.3,10.5,16.0,5.9,1018.4,True,False,False,False,False,True,False,slecht_weer
2020-10-10,200.0,200.0,199.0,0.995,0.5041874371859297,51.0,0.2562814070351759,6.9,,9.6,6.7,13.0,11.2,1021.0,True,False,True,False,False,True,False,slecht_weer
2020-11-01,200.0,200.0,197.0,0.985,0.4897868020304568,52.0,0.2639593908629442,3.3,,14.5,10.3,17.8,20.0,1011.1,True,False,False,False,False,True,False,slecht_weer
2020-11-02,200.0,200.0,199.0,0.995,0.4868447236180905,51.0,0.2562814070351759,7.4,,15.6,10.6,19.1,24.4,1009.9,True,False,True,False,False,True,False,slecht_weer
2020-11-03,200.0,200.0,199.0,0.995,0.503002512562814,50.0,0.25125628140703515,0.3,,8.9,6.5,12.2,16.8,1022.2,True,False,False,False,False,True,False,slecht_weer
2020-11-04,200.0,200.0,200.0,1.0,0.526815,49.0,0.245,0.0,,6.3,3.0,11.1,6.7,1032.5,False,True,False,False,False,False,True,zonnig_droog
2020-11-05,200.0,200.0,199.0,0.995,0.4790723618090453,60.0,0.3015075376884422,0.0,,5.7,1.9,11.9,,1038.8,False,True,False,False,False,False,True,zonnig_droog
2020-11-06,200.0,200.0,197.0,0.985,0.5038472081218274,51.0,0.25888324873096447,0.0,,6.2,2.2,12.5,9.9,1031.6,False,True,False,False,False,False,True,zonnig_droog
2020-11-07,200.0,200.0,198.0,0.99,0.5399075757575758,40.0,0.20202020202020202,0.0,,9.9,3.5,17.1,10.5,1022.8,False,True,False,False,False,False,True,zonnig_droog
2020-11-08,200.0,200.0,197.0,0.985,0.5386791878172589,40.0,0.20304568527918782,0.0,,12.9,8.9,18.5,13.5,1021.2,False,True,False,False,False,False,True,zonnig_droog
2020-11-09,200.0,200.0,198.0,0.99,0.5167484848484848,50.0,0.25252525252525254,0.0,,12.4,10.5,15.6,10.6,1022.3,False,True,False,False,False,False,True,zonnig_droog
2020-11-10,200.0,200.0,198.0,0.99,0.49753636363636367,54.0,0.2727272727272727,7.1,,11.4,10.0,13.9,6.6,1025.2,True,False,True,False,False,True,False,slecht_weer
2020-12-01,200.0,200.0,197.0,0.985,0.4808172588832488,55.0,0.27918781725888325,6.9,,7.3,3.5,9.0,15.4,1017.6,True,False,True,False,False,True,False,slecht_weer
2020-12-05,200.0,200.0,198.0,0.99,0.4790070707070707,61.0,0.30808080808080807,0.0,,2.6,,4.9,14.5,995.7,False,True,False,False,False,False,True,zonnig_droog
2020-12-06,200.0,200.0,197.0,0.985,0.5099395939086294,48.0,0.2436548223350254,0.0,,1.1,-0.9,3.7,6.3,1000.8,False,True,False,False,False,False,True,zonnig_droog
2020-12-08,200.0,200.0,197.0,0.985,0.525497461928934,46.0,0.233502538071066,0.0,,2.1,-0.2,5.7,6.4,1003.6,False,True,False,False,False,False,True,zonnig_droog
2020-12-09,200.0,200.0,198.0,0.99,0.5100494949494949,52.0,0.26262626262626265,0.0,,1.6,-0.9,3.2,12.3,1009.6,False,True,False,False,False,False,True,zonnig_droog
2020-12-10,200.0,200.0,199.0,0.995,0.48943115577889446,55.0,0.27638190954773867,0.0,,2.7,,5.4,14.6,1005.6,False,True,False,False,False,False,True,zonnig_droog
