rainy_day,aantal_dagen,gemiddelde_share_sad_streams,gemiddelde_share_sad_songs,gemiddelde_prcp,gemiddelde_tsun
False,16,0.4031052494111333,0.33258615668619035,0.0,124.125
True,14,0.38947204940809943,0.3285138005390898,2.6357142857142857,92.57142857142857
